product_name,variant_name,slug,sku,price,description,image_urls,category
TALLI,TALLI C1,talli-c1,RT6029 C1,58.00,©rietieyewear | TALLI C1 Glasses - Basic design for versatile styles with UV400 lenses blocking 99.9% UV rays. Lightweight and comfortable wear.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/afb24e2c2a2dae189f1236c5a9c3141e.jpg,SHOP
TALLI,TALLI C2,talli-c2,RT6029 C2,58.00,"©rietieyewear | TALLI C2 offers a unique style with bold and slim harmony, featuring 99.9% UV protection to safeguard your eyes. Lightweight and comfortable, it's an MD-recommended bestseller suitable for various contours.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/aa936e73503cd549acbf31a6d88f5667.jpg,SHOP
COLDER,COLDER C1,colder-c1,Colder C1,42.00,©rietieyewear | COLDER C1: Retro-styled eyewear featuring UV400 protection and an intelligent aura with a bold front design. Lightweight TR-90 frame.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/d0a7ff748d57adcb090940d7a8934083.jpg,SHOP
COLDER,COLDER C2,colder-c2,Colder C2,42.00,©rietieyewear | COLDER C2 Sunglasses - Sleek aviator design with retro colors and UV400 protection. Perfect for a sophisticated look.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/a0fb729b7568fc02541af092b1804967.jpg,SHOP
VOLTA,VOLTA C2,volta-c2,RT6039 C2,58.00,©rietieyewear | VOLTA C2 combines sports performance with lifestyle design. Features UV400 and blue light blocking for ultimate protection and style.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/2cf6729d4b839f1a58437baf047f12c3.jpg,SHOP
VOLTA,VOLTA C4,volta-c4,RT6039 C4,58.00,"©rietieyewear | VOLTA C4 Hybrid Sunglasses blend sports performance with lifestyle design, blocking harmful angles and providing 99.9% UV400 and blue light protection. Achieve a trendy and functional style that spans everyday and athletic activities.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/bce97c1f1b73aba7517821146d24e8ac.jpg,SHOP
VOLTA,VOLTA C5,volta-c5,RT6039 C5,58.00,©rietieyewear | MD's pick: VOLTA C5 combines sports performance and lifestyle. Blocks 99.9% UV and blue light for eye protection. Lightweight TR-90 materials.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/9ac7d6c700e443715a274ab986513482.jpg,SHOP
CIAO,CIAO C1,ciao-c1,RT1010 C1,42.00,"©rietieyewear | CIAO C1 - Classic eyewear with blue light protection. Lightweight, comfortable fit for daily wear.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/220802b16b9179b93e72cbed10011384.jpg,SHOP
SANTO,SANTO C1,santo-c1,RT1014 C1,42.00,©rietieyewear | SANTO C1 MD’s pick: Vintage diamond bold shape with TR-90 frame and blue light blocking lenses.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/6067c60c247b0f07be3e2e447c769c13.jpg,SHOP
FIORE,FIORE C1,fiore-c1,RT1015 C1,42.00,"©rietieyewear | FIORE C1, a lightweight minimal silhouette with blue light blocking and TR-90 frame for comfort.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/8a77a874a6eaf604c8ef05a4b61a49fa.jpg,SHOP
ENNIO,ENNIO C2,ennio-c2,RT1016 C2,42.00,©rietieyewear | ENNIO C2 - Unique hinge and stylish half-frame details for a retro-old-money look. Blue light blocking for eye protection.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/c88df65c2f3a46dca2b8675f46d87464.jpg,SHOP
ERICA,ERICA C1,erica-c1,RT1018 C1,42.00,"©rietieyewear | ERICA C1 offers style and comfort with blue light protection and a sleek, compact frame.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/d415d4e17f8e70ebfd1e9785062fb686.jpg,SHOP
ERICA,ERICA C2,erica-c2,RT1018 C2,42.00,©rietieyewear | Compact oval shape with unique color for a geek chic look. Blue light blocking lenses and lightweight TR-90 frame exude chic allure.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/b03b616e387f278a68747c354be93eb0.jpg,SHOP
ERICA,ERICA C3,erica-c3,RT1018 C3,42.00,©rietieyewear | Compact oval-shaped ERICA C3 completes the geek-chic look with a thin frame and unique color. Block harmful blue light and enjoy both style and comfort with lightweight wear.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/1e56325c2a2622711f89a8c27e0cd7c2.jpg,SHOP
RENATO,RENATO C2,renato-c2,RT1019 C2,42.00,"©rietieyewear | MD's pick: Bold retro line, RENATO C2 glasses with blue light protection. Stylish oversized design for various face shapes.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/47cb0815afb33c633d2dc86479707883.jpg,SHOP
UGO,UGO C2,ugo-c2,RT1021 C2,42.00,©rietieyewear | UGO C2 - Minimalist eyewear blocking harmful blue light. Perfect for daily wear with a wearable design and various color options.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/9b28c591c963b447b88dcf6e3e3dba74.jpg,SHOP
ALETTA,ALETTA C1,aletta-c1,RT3036 C1,58.00,©rietieyewear | ALETTA C1 ultra-light eyewear with blue light blocking lenses. A blend of classic colors with a clear tone for a luxurious pairing.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/8166e3441bcf64f681e1ea6cd65ec592.jpg,SHOP
ALETTA,ALETTA C2,aletta-c2,RT3036 C2,58.00,©rietieyewear | ALETTA C2: Experience the ultralight frame with blue light blocking lenses. Classic colors meet luxury with a clear tone finish.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250304/c9768f7bc617b9f7f7d86b2ac417dc83.jpg,SHOP
POOKY,POOKY C3,pooky-c3,RT5021 C3,35.00,"©rietieyewear | POOKY C3 glasses with blue light blocking, featuring a unique frame design and sleek fit. Made from lightweight TR-90 and stainless materials for durability.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250228/fa3b6271236adbf1e6c2eaa2e5bea51a.jpg,SHOP
ULBERTO,ULBERTO C1,ulberto-c1,RT1022 C1,42.00,©rietieyewear | ULBERTO C1: Embrace minimalist fashion with sustainable materials and blue light blocking lenses.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/239cca5310e16ecf4e98441108b45662.jpg,SHOP
ROMEO,ROMEO C1,romeo-c1,RT4048 C1,42.00,"©rietieyewear | ROMEO C1: Unique design, comfortable fit, and UV400 protection. Achieve a fashionable look with high-quality sunglasses.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250312/1d7cc94dfe3b87848308347190709beb.jpg,SHOP
ROMEO,ROMEO C2,romeo-c2,RT4048 C2,42.00,©rietieyewear | Unique design method and excellent comfort in ROMEO C2. Complete your style with UV 99.9% blocking lenses and durable acetate frames.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20251222/4eeff4ab52bb01c8149d1c60b6d255fb.jpg,SHOP
ROMEO,ROMEO C3,romeo-c3,RT4048 C3,42.00,©rietieyewear | ROMEO C3 sunglasses with unique design and 99.9% UV protection. High-quality materials and exceptional fit for any style.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250312/0ef505b6a42c32a54a194c4a03e0f185.jpg,SHOP
DOLCE,DOLCE C2,dolce-c2,RT4043 C2,58.00,©rietieyewear | DOLCE C2: Unique shape with Korea fit. Blocks 99.9% UV. Style meets comfort.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250312/d1a6d3412a9f27397bbea29ab9cd1049.jpg,SHOP
ROSSI,ROSSI C1,rossi-c1,RT4044 C1,42.00,©rietieyewear | MD’s pick: Classic cat-eye sunglasses with a sleek curve. Blocks 99.9% UV rays. Crafted from luxurious materials for a stylish daily look!,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250312/28f4bc1fa99eaf0bc6d3da8bbef4a997.jpg,SHOP
ROSSI,ROSSI C3,rossi-c3,RT4044 C3,42.00,"©rietieyewear | MD recommended: ROSSI C3 with smooth curves and a classic cat-eye shape. Perfectly trendy and daily match, with UV400 protection.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250319/7223418958beadfa11f6ea0a4cb86a83.jpg,SHOP
ANNA,ANNA C2,anna-c2,RT1023 C2,42.00,©rietieyewear | ANNA C2 - Classic glasses with minimal temples and unique design. Protects with blue light blocking lenses. Experience lightness and comfort with premium acetate frame.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250319/537ef0c328346d43370fed5cea98f9da.jpg,SHOP
MARINO,MARINO C1,marino-c1,RT2017 C1,42.00,©rietieyewear | MARINO C1: Luxury eyewear with UV protection and an elegant design. Lightweight and stylish silhouette.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/a267ec356f062be39eaaa970118dac7f.jpg,SHOP
MARINO,MARINO C2,marino-c2,RT2017 C2,42.00,"©rietieyewear | MARINO C2 – A luxurious eyewear with elegant temple design and UV400 protection lenses, offering perfect style and functionality.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250319/5cb3889ab828934f314d04a2081a3868.jpg,SHOP
MARINO,MARINO C3,marino-c3,RT2017 C3,42.00,"©rietieyewear | MARINO C3 - Elegant eyewear with 99.9% UV protection and intricate temple design. Light and stylish, perfect for everyday wear.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/6b849178f3685407ce067d622d4917ab.jpg,SHOP
BELLO,BELLO C3,bello-c3,RT3040 C3,56.25,"©rietieyewear | MD's Pick: BELLO C3 glasses offer lightweight comfort and blue light blocking for trendy, easy wear.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250319/602326bdd073a1625ff6e3592f42a6f6.jpg,SHOP
BIANCA,BIANCA C1,bianca-c1,RT4045 C1,58.00,©rietieyewear | BIANCA C1 - A blend of modern color and semi-cat eye shape with UV400 lenses for stylish eye protection and comfort.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/f0a86eb261c68f03d4eea4009ea7f37c.jpg,SHOP
BIANCA,BIANCA C2,bianca-c2,RT4045 C2,58.00,"©rietieyewear | BIANCA C2 Glasses, UV400 protection blends with modern design. Lightweight for comfortable wear.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250312/323967f9638b245ced2cc8e2bf8978e8.jpg,SHOP
CARLO,CARLO C1,carlo-c1,RT4046 C1,58.00,©rietieyewear | MD's pick: CARLO C1 combines modern style with classic elegance. UV protection lens and metallic frame for standout style.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/2f40068209ed492f47a4fb0c525c25f5.jpg,SHOP
CARLO,CARLO C2,carlo-c2,RT4046 C2,58.00,©rietieyewear | CARLO C2 - combines UV400 lenses blocking 99.9% of UV rays with a classic bridge. Perfect for modern to formal looks.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250319/44b00fd909af9acd674f408c95aa0c1b.jpg,SHOP
PAPETTI,PAPETTI C1,papetti-c1,RT4047 C1,42.00,©rietieyewear | PAPETTI C1 sunglasses offer a practical and stylish vintage look. Metallic frames and gemstone-inspired temples provide unique aesthetics with UV400 protection.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/08d63ec30c490577904c364a31daf16a.jpg,SHOP
PAPETTI,PAPETTI C3,papetti-c3,RT4047 C3,42.00,"©rietieyewear | PAPETTI C3 combines minimal vintage style with UV400 protection, featuring a metallic frame and gemstone-inspired temples.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/74116273668996d0ff63011132ccd871.jpg,SHOP
TITO,TITO C2,tito-c2,RT3039 C2,58.00,"©rietieyewear | Unique TITO C2 glasses you want to try. Lightweight, high-strength frame completes iconic style. Includes blue light blocking lenses.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250311/471ba755b21f49b6b9101983cfa99331.jpg,SHOP
OTTAVIO,OTTAVIO C1,ottavio-c1,RT1024 C1,42.00,©rietieyewear | OTTAVIO C1 MD’s pick: Elegant semi cat-eye shape with modern materials. Features blue light-blocking lenses for style and protection.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20251231/b53b84e42599dcaa603bd0b819ed77c4.jpg,SHOP
EDDY col.01,EDDY col.01,eddy-col01,P0000CUY000B,42.00,©rietieyewear | MD's pick: EDDY col.01 with classic keyhole bridge and modern gemstone accents. Offers multiple sizes and harmful blue light blocking.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250421/377861057c12663c756c7536de48c5b5.jpg,SHOP
GINO col.02,GINO col.02,gino-col02,P0000CVD000B,56.25,"©rietieyewear | MD's pick: GINO col.02 features an ultralight titanium frame for a sporty look, with lenses that block harmful blue light, available in various sizes.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250401/015b201708cdf4fcd6ea0c930c61a9cb.jpg,SHOP
GINO col.03,GINO col.03,gino-col03,P0000CVE000B,56.25,©rietieyewear | GINO col.03 sport-inspired lightweight titanium eyewear with blue light blocking lenses for comfort and style.,https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250401/44ca3822880c32e4934f1fd074035a6f.jpg,SHOP
ANITA,ANITA C3,anita-c3,RT1025 C3,42.00,"Official Store | ANITA C3 - Experience unique eyewear featuring lightweight, high-strength TR-90/Acetate frames and harmful blue light blocking lenses.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20250819/11a994eaaea410cfaa1d163284abe018.jpg,SHOP
SHOPPER BAG (Limited) GREEN M,SHOPPER BAG (Limited) GREEN M,shopper-bag-limited-green-m,,7.00,"SHOPPER BAG (Limited) GREEN M, ©rietieyewear, 쇼핑백,리유저블백,가방,사은품, SHOP, , Sustainable. Simple. Iconic. Rieti&#39;s reusable bag, a companion for everyday life, features a green stripe pattern and bold logo graphics for an urban flair and wit. Made of lightweight yet durable, water-resistant material, it&#39;s perfect for shopping, daily tote bags, picnics, and travel.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20251029/bbab8dcfa081281d5ab8d5be789bd619.jpg,SHOP
SHOPPER BAG (Limited) GREEN S,SHOPPER BAG (Limited) GREEN S,shopper-bag-limited-green-s,,5.00,"SHOPPER BAG (Limited) GREEN S, ©rietieyewear, 쇼핑백,리유저블백,가방,사은품, SHOP, , Sustainable. Simple. Iconic. Rieti&#39;s reusable bag, a companion for everyday life, features a green stripe pattern and bold logo graphics for an urban flair and wit. Made of lightweight yet durable, water-resistant material, it&#39;s perfect for shopping, daily tote bags, picnics, and travel.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20251208/3b6df78d017a0589763d58091142376a.jpg,SHOP
GIFT BAG (GREEN),GIFT BAG (GREEN),gift-bag-green,,3.00,"GIFT BAG (GREEN), ©rietieyewear, 쇼핑백,리유저블백,가방,사은품, SHOP, , The Signature Green—Bold, Minimal, and Timeless. Rieti's signature green color reinterpreted with a sensibility. With its sophisticated color and minimalist structure, it leaves a pleasant impression the moment you receive it.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20251208/c76b17c7d0651a1c04bd683831065695.jpg,SHOP
GIFT BAG (WHITE) S,GIFT BAG (WHITE) S,gift-bag-white-s,,3.00,"GIFT BAG (WHITE) S, ©rietieyewear, 쇼핑백,리유저블백,가방,사은품, SHOP, , A Package That Completes the Experience. This shopping bag, crafted with Rieti's minimalist aesthetic, boasts a luxurious thickness, textured paper, and a refined silhouette with a logo, creating a perfect finishing touch for a gift.",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20251029/ddcd9464c7370e1466e304ab6fa02aa1.jpg,SHOP
CAROA,CAROA C3,caroa-c3,P0000DAF000A,58.00,"CAROA C3, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천,틴트선글라스, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of UV rays / MATERIAL Frame: STAINLESS Lens: PC / SIZE INFO Weight: 19g (including lens) Frame front: 134mm, Lens width: 55mm, Lens height: 33mm, Bridge: 28mm, Temple length: 141mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/037733909c63aa64a98c1e58f65aee22.jpg,SHOP
TOMMY,TOMMY C1,tommy-c1,P0000DAK000A,58.00,"TOMMY C1, ©rietieyewear, 아이웨어,블루라이트,블루라이트차단,안경,안경테,여자안경,남자안경,패션안경,안경추천,리에티,리에티안경, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 24g (excluding lenses) Frame front: 142mm, Lens width: 50mm, Lens height: 41mm, Bridge: 24mm, Temple length: 146mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/7379a23aaacbfb31f49cf2e90a7b0a87.jpg,SHOP
TOMMY,TOMMY C2,tommy-c2,P0000DAL000A,58.00,"TOMMY C2, ©rietieyewear, 아이웨어,블루라이트,블루라이트차단,안경,안경테,여자안경,남자안경,패션안경,안경추천,리에티,리에티안경, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 24g (excluding lenses) Frame front: 142mm, Lens width: 50mm, Lens height: 41mm, Bridge: 24mm, Temple length: 146mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/049cdb68e1d69f47881e26f9cba1327c.jpg,SHOP
TOMMY,TOMMY C3,tommy-c3,P0000DAM000A,58.00,"TOMMY C3, ©rietieyewear, 아이웨어,블루라이트,블루라이트차단,안경,안경테,여자안경,남자안경,패션안경,안경추천,리에티,리에티안경, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of UV rays / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 14g (excluding lenses) Frame front: 142mm, Lens width: 50mm, Lens height: 41mm, Bridge: 24mm, Temple length: 146mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/aaee0c497a459905ec38493adcbefdf2.jpg,SHOP
RIVO,RIVO C2,rivo-c2,P0000DAO000A,42.00,"RIVO C2, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of UV rays / MATERIAL Frame: TR-90 / ACETATE Lens: PC / SIZE INFO Weight: 43g (including lens) Frame front: 142mm, Lens width: 54mm, Lens height: 39mm, Bridge: 22mm, Temple length: 140mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/5132bb7f3d418db44375b0619f26d458.jpg,SHOP
RIVO,RIVO C1,rivo-c1,P0000DAP000A,42.00,"RIVO C1, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of UV rays / MATERIAL Frame: TR-90 / ACETATE Lens: PC / SIZE INFO Weight: 43g (including lens) Frame front: 142mm, Lens width: 54mm, Lens height: 39mm, Bridge: 22mm, Temple length: 140mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/8b5a6e13f88aa92e0be519a839086f13.jpg,SHOP
ELVIO,ELVIO C2,elvio-c2,P0000DAT000A,58.00,"ELVIO C2, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천,틴트선글라스, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of UV rays / MATERIAL Frame: Acetate Lens: Nylon / SIZE INFO Weight: 40g (including lens) Frame front: 146mm, Lens width: 53mm, Lens height: 32mm, Bridge: 23mm, Temple length: 142mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/c3b756adc27ff933515fcf8a706f8695.jpg,SHOP
ENZO,ENZO C1,enzo-c1,P0000DAY000A,58.00,"ENZO C1, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of UV rays / MATERIAL Frame: ACETATE Lens: Nylon / SIZE INFO Weight: 38g (including lens) Frame front: 139mm, Lens width: 51mm, Lens height: 40mm, Bridge: 19mm, Temple length: 140mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/ee00e3435186620290f47a5f7c5db425.jpg,SHOP
BENNY,BENNY C1,benny-c1,P0000DBK000A,28.09,"BENNY C1, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 17g (excluding lenses) Frame front: 135mm, Lens width: 49mm, Lens height: 44mm, Bridge: 25mm, Temple length: 143mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/daf9c0ab6e4a1e70e9c9fd1543e15f84.jpg,SHOP
BENNY,BENNY C2,benny-c2,P0000DBM000A,28.09,"BENNY C2, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 17g (excluding lenses) Frame front: 135mm, Lens width: 49mm, Lens height: 44mm, Bridge: 25mm, Temple length: 143mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/de75b7ba80fb0a933ac59b692c1793c5.jpg,SHOP
ALINA,ALINA C1,alina-c1,P0000DBR000A,28.09,"ALINA C1, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 19g (excluding lenses) Frame front: 144mm, Lens width: 52mm, Lens height: 31mm, Bridge: 21mm, Temple length: 140mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/3fbefd593c64a71168cb1ba4bb20b05d.jpg,SHOP
ALINA,ALINA C2,alina-c2,P0000DBS000A,28.09,"ALINA C2, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 19g (excluding lenses) Frame front: 144mm, Lens width: 52mm, Lens height: 31mm, Bridge: 21mm, Temple length: 140mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/f0219e7a9894d20436f7241a4fad31cc.jpg,SHOP
ALINA,ALINA C4,alina-c4,P0000DBU000A,28.09,"ALINA C4, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 19g (excluding lenses) Frame front: 144mm, Lens width: 52mm, Lens height: 31mm, Bridge: 21mm, Temple length: 140mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/02ac31851b2d424769b4d77e14328bcd.jpg,SHOP
BELLA,BELLA C2,bella-c2,P0000DBZ000A,58.00,"BELLA C2, ©rietieyewear, 아이웨어,블루라이트,블루라이트차단,안경,안경테,여자안경,남자안경,패션안경,안경추천,리에티,리에티안경, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 22g (excluding lenses) Frame front: 147mm, Lens width: 55mm, Lens height: 30mm, Bridge: 18mm, Temple length: 142mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260307/8c612acbaeffbad44beb294c6eae0807.jpg,SHOP
BELLA,BELLA C3,bella-c3,P0000DCB000A,58.00,"BELLA C3, ©rietieyewear, 아이웨어,블루라이트,블루라이트차단,안경,안경테,여자안경,남자안경,패션안경,안경추천,리에티,리에티안경, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: TR-90 / Acetate Lens: PC / SIZE INFO Weight: 22g (excluding lenses) Frame front: 147mm, Lens width: 55mm, Lens height: 30mm, Bridge: 18mm, Temple length: 142mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260227/31e31b6861b6676e3173e64650b8cc7e.jpg,SHOP
VERTA,VERTA C2,verta-c2,P0000DCF000A,28.09,"VERTA C2, ©rietieyewear, 아이웨어,자외선차단,자외선차단선글라스,UV400,선글라스,여자선글라스,남자선글라스,패션선글라스,여행선글라스,리에티,리에티선글라스,선글라스추천, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: Acetate Lens: AC / SIZE INFO Weight: 20g (excluding lenses) Frame front: 147mm, Lens width: 56mm, Lens height: 47mm, Bridge: 19mm, Temple length: 134mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/8d85c95c983ad8867df7ac5764e37fc5.jpg,SHOP
RIKO,RIKO C1,riko-c1,P0000DCJ000A,42.00,"RIKO C1, ©rietieyewear, 아이웨어,블루라이트,블루라이트차단,안경,안경테,여자안경,남자안경,패션안경,안경추천,리에티,리에티안경, SHOP, , / LENS TECHNOLOGY Blocks 99.9% of harmful blue light / MATERIAL Frame: Acetate Lens: AC / SIZE INFO Weight: 30g (excluding lenses) Frame front: 140mm, Lens width: 50mm, Lens height: 40mm, Bridge: 19mm, Temple length: 142mm",https://ecimg.cafe24img.com/pg1512b58569568085/ratigre2022/web/product/big/20260223/dda42b4dbddda1e5e6b599aee5345166.jpg,SHOP
